,DATE,Year,Month,Day,Employment
18055,2009-08-28,2009,8,28,130554.90476190476
18056,2009-08-31,2009,8,31,130571.95238095238
18057,2009-09-01,2009,9,1,130589.0
18058,2009-09-02,2009,9,2,130617.52380952382
18059,2009-09-03,2009,9,3,130646.04761904762
18060,2009-09-04,2009,9,4,130674.57142857143
18061,2009-09-08,2009,9,8,130703.09523809524
18062,2009-09-09,2009,9,9,130731.61904761905
18063,2009-09-10,2009,9,10,130760.14285714286
18064,2009-09-11,2009,9,11,130788.66666666667
18065,2009-09-14,2009,9,14,130817.19047619047
18066,2009-09-15,2009,9,15,130845.71428571429
18067,2009-09-16,2009,9,16,130874.23809523809
18068,2009-09-17,2009,9,17,130902.76190476191
18069,2009-09-18,2009,9,18,130931.28571428571
18070,2009-09-21,2009,9,21,130959.80952380953
18071,2009-09-22,2009,9,22,130988.33333333333
18072,2009-09-23,2009,9,23,131016.85714285714
18073,2009-09-24,2009,9,24,131045.38095238095
18074,2009-09-25,2009,9,25,131073.90476190476
18075,2009-09-28,2009,9,28,131102.42857142858
18076,2009-09-29,2009,9,29,131130.95238095237
18077,2009-09-30,2009,9,30,131159.47619047618
18078,2009-10-01,2009,10,1,131188.0
18079,2009-10-02,2009,10,2,131190.2857142857
18080,2009-10-05,2009,10,5,131192.57142857142
18081,2009-10-06,2009,10,6,131194.85714285713
18082,2009-10-07,2009,10,7,131197.14285714287
18083,2009-10-08,2009,10,8,131199.42857142858
18084,2009-10-09,2009,10,9,131201.7142857143
18085,2009-10-13,2009,10,13,131204.0
18086,2009-10-14,2009,10,14,131206.2857142857
18087,2009-10-15,2009,10,15,131208.57142857142
18088,2009-10-16,2009,10,16,131210.85714285713
18089,2009-10-19,2009,10,19,131213.14285714287
18090,2009-10-20,2009,10,20,131215.42857142858
18091,2009-10-21,2009,10,21,131217.7142857143
18092,2009-10-22,2009,10,22,131220.0
18093,2009-10-23,2009,10,23,131222.2857142857
18094,2009-10-26,2009,10,26,131224.57142857142
18095,2009-10-27,2009,10,27,131226.85714285713
18096,2009-10-28,2009,10,28,131229.14285714287
18097,2009-10-29,2009,10,29,131231.42857142858
18098,2009-10-30,2009,10,30,131233.7142857143
18099,2009-11-02,2009,11,2,131236.0
18100,2009-11-03,2009,11,3,131207.26315789475
18101,2009-11-04,2009,11,4,131178.52631578947
18102,2009-11-05,2009,11,5,131149.7894736842
18103,2009-11-06,2009,11,6,131121.05263157896
18104,2009-11-09,2009,11,9,131092.31578947368
18105,2009-11-10,2009,11,10,131063.57894736843
18106,2009-11-12,2009,11,12,131034.84210526316
18107,2009-11-13,2009,11,13,131006.1052631579
18108,2009-11-16,2009,11,16,130977.36842105263
18109,2009-11-17,2009,11,17,130948.63157894737
18110,2009-11-18,2009,11,18,130919.8947368421
18111,2009-11-19,2009,11,19,130891.15789473684
18112,2009-11-20,2009,11,20,130862.42105263157
18113,2009-11-23,2009,11,23,130833.68421052632
18114,2009-11-24,2009,11,24,130804.94736842105
18115,2009-11-25,2009,11,25,130776.21052631579
18116,2009-11-27,2009,11,27,130747.47368421052
18117,2009-11-30,2009,11,30,130718.73684210527
18118,2009-12-01,2009,12,1,130690.0
18119,2009-12-02,2009,12,2,130559.54545454546
18120,2009-12-03,2009,12,3,130429.09090909091
18121,2009-12-04,2009,12,4,130298.63636363637
18122,2009-12-07,2009,12,7,130168.18181818182
18123,2009-12-08,2009,12,8,130037.72727272728
18124,2009-12-09,2009,12,9,129907.27272727272
18125,2009-12-10,2009,12,10,129776.81818181818
18126,2009-12-11,2009,12,11,129646.36363636363
18127,2009-12-14,2009,12,14,129515.90909090909
18128,2009-12-15,2009,12,15,129385.45454545454
18129,2009-12-16,2009,12,16,129255.0
18130,2009-12-17,2009,12,17,129124.54545454546
18131,2009-12-18,2009,12,18,128994.09090909091
18132,2009-12-21,2009,12,21,128863.63636363637
18133,2009-12-22,2009,12,22,128733.18181818182
18134,2009-12-23,2009,12,23,128602.72727272728
18135,2009-12-24,2009,12,24,128472.27272727272
18136,2009-12-28,2009,12,28,128341.81818181818
18137,2009-12-29,2009,12,29,128211.36363636363
18138,2009-12-30,2009,12,30,128080.90909090909
18139,2009-12-31,2009,12,31,127950.45454545454
18140,2010-01-04,2010,1,4,127820.0
18141,2010-01-05,2010,1,5,127842.8947368421
18142,2010-01-06,2010,1,6,127865.78947368421
18143,2010-01-07,2010,1,7,127888.68421052632
18144,2010-01-08,2010,1,8,127911.57894736843
18145,2010-01-11,2010,1,11,127934.47368421052
18146,2010-01-12,2010,1,12,127957.36842105263
18147,2010-01-13,2010,1,13,127980.26315789473
18148,2010-01-14,2010,1,14,128003.15789473684
18149,2010-01-15,2010,1,15,128026.05263157895
18150,2010-01-19,2010,1,19,128048.94736842105
18151,2010-01-20,2010,1,20,128071.84210526316
18152,2010-01-21,2010,1,21,128094.73684210527
18153,2010-01-22,2010,1,22,128117.63157894737
18154,2010-01-25,2010,1,25,128140.52631578948
18155,2010-01-26,2010,1,26,128163.42105263157
18156,2010-01-27,2010,1,27,128186.31578947368
18157,2010-01-28,2010,1,28,128209.21052631579
18158,2010-01-29,2010,1,29,128232.1052631579
18159,2010-02-01,2010,2,1,128255.0
18160,2010-02-02,2010,2,2,128298.8947368421
18161,2010-02-03,2010,2,3,128342.78947368421
18162,2010-02-04,2010,2,4,128386.68421052632
18163,2010-02-05,2010,2,5,128430.57894736843
18164,2010-02-08,2010,2,8,128474.47368421052
18165,2010-02-09,2010,2,9,128518.36842105263
18166,2010-02-10,2010,2,10,128562.26315789473
18167,2010-02-11,2010,2,11,128606.15789473684
18168,2010-02-12,2010,2,12,128650.05263157895
18169,2010-02-16,2010,2,16,128693.94736842105
18170,2010-02-17,2010,2,17,128737.84210526316
18171,2010-02-18,2010,2,18,128781.73684210527
18172,2010-02-19,2010,2,19,128825.63157894737
18173,2010-02-22,2010,2,22,128869.52631578948
18174,2010-02-23,2010,2,23,128913.42105263157
18175,2010-02-24,2010,2,24,128957.31578947368
18176,2010-02-25,2010,2,25,129001.21052631579
18177,2010-02-26,2010,2,26,129045.1052631579
18178,2010-03-01,2010,3,1,129089.0
18179,2010-03-02,2010,3,2,129137.82608695653
18180,2010-03-03,2010,3,3,129186.65217391304
18181,2010-03-04,2010,3,4,129235.47826086957
18182,2010-03-05,2010,3,5,129284.30434782608
18183,2010-03-08,2010,3,8,129333.13043478261
18184,2010-03-09,2010,3,9,129381.95652173914
18185,2010-03-10,2010,3,10,129430.78260869565
18186,2010-03-11,2010,3,11,129479.60869565218
18187,2010-03-12,2010,3,12,129528.43478260869
18188,2010-03-15,2010,3,15,129577.26086956522
18189,2010-03-16,2010,3,16,129626.08695652174
18190,2010-03-17,2010,3,17,129674.91304347826
18191,2010-03-18,2010,3,18,129723.73913043478
18192,2010-03-19,2010,3,19,129772.56521739131
18193,2010-03-22,2010,3,22,129821.39130434782
18194,2010-03-23,2010,3,23,129870.21739130435
18195,2010-03-24,2010,3,24,129919.04347826086
18196,2010-03-25,2010,3,25,129967.86956521739
18197,2010-03-26,2010,3,26,130016.69565217392
18198,2010-03-29,2010,3,29,130065.52173913043
18199,2010-03-30,2010,3,30,130114.34782608696
18200,2010-03-31,2010,3,31,130163.17391304347
18201,2010-04-01,2010,4,1,130212.0
18202,2010-04-02,2010,4,2,130262.81818181818
18203,2010-04-05,2010,4,5,130313.63636363637
18204,2010-04-06,2010,4,6,130364.45454545454
18205,2010-04-07,2010,4,7,130415.27272727272
18206,2010-04-08,2010,4,8,130466.09090909091
18207,2010-04-09,2010,4,9,130516.90909090909
18208,2010-04-12,2010,4,12,130567.72727272728
18209,2010-04-13,2010,4,13,130618.54545454546
18210,2010-04-14,2010,4,14,130669.36363636363
18211,2010-04-15,2010,4,15,130720.18181818182
18212,2010-04-16,2010,4,16,130771.0
18213,2010-04-19,2010,4,19,130821.81818181818
18214,2010-04-20,2010,4,20,130872.63636363637
18215,2010-04-21,2010,4,21,130923.45454545454
18216,2010-04-22,2010,4,22,130974.27272727272
18217,2010-04-23,2010,4,23,131025.09090909091
18218,2010-04-26,2010,4,26,131075.9090909091
18219,2010-04-27,2010,4,27,131126.72727272726
18220,2010-04-28,2010,4,28,131177.54545454544
18221,2010-04-29,2010,4,29,131228.36363636365
18222,2010-04-30,2010,4,30,131279.18181818182
18223,2010-05-03,2010,5,3,131330.0
18224,2010-05-04,2010,5,4,131335.9
18225,2010-05-05,2010,5,5,131341.8
18226,2010-05-06,2010,5,6,131347.7
18227,2010-05-07,2010,5,7,131353.6
18228,2010-05-10,2010,5,10,131359.5
18229,2010-05-11,2010,5,11,131365.4
18230,2010-05-12,2010,5,12,131371.3
18231,2010-05-13,2010,5,13,131377.2
18232,2010-05-14,2010,5,14,131383.1
18233,2010-05-17,2010,5,17,131389.0
18234,2010-05-18,2010,5,18,131394.9
18235,2010-05-19,2010,5,19,131400.8
18236,2010-05-20,2010,5,20,131406.7
18237,2010-05-21,2010,5,21,131412.6
18238,2010-05-24,2010,5,24,131418.5
18239,2010-05-25,2010,5,25,131424.4
18240,2010-05-26,2010,5,26,131430.3
18241,2010-05-27,2010,5,27,131436.2
18242,2010-05-28,2010,5,28,131442.1
18243,2010-06-01,2010,6,1,131448.0
18244,2010-06-02,2010,6,2,131387.22727272726
18245,2010-06-03,2010,6,3,131326.45454545456
18246,2010-06-04,2010,6,4,131265.68181818182
18247,2010-06-07,2010,6,7,131204.9090909091
18248,2010-06-08,2010,6,8,131144.13636363635
18249,2010-06-09,2010,6,9,131083.36363636365
18250,2010-06-10,2010,6,10,131022.59090909091
18251,2010-06-11,2010,6,11,130961.81818181818
18252,2010-06-14,2010,6,14,130901.04545454546
18253,2010-06-15,2010,6,15,130840.27272727272
18254,2010-06-16,2010,6,16,130779.5
18255,2010-06-17,2010,6,17,130718.72727272728
18256,2010-06-18,2010,6,18,130657.95454545454
18257,2010-06-21,2010,6,21,130597.18181818182
18258,2010-06-22,2010,6,22,130536.40909090909
18259,2010-06-23,2010,6,23,130475.63636363637
18260,2010-06-24,2010,6,24,130414.86363636363
18261,2010-06-25,2010,6,25,130354.09090909091
18262,2010-06-28,2010,6,28,130293.31818181818
18263,2010-06-29,2010,6,29,130232.54545454546
18264,2010-06-30,2010,6,30,130171.77272727272
18265,2010-07-01,2010,7,1,130111.0
18266,2010-07-02,2010,7,2,130114.04761904762
18267,2010-07-06,2010,7,6,130117.09523809524
18268,2010-07-07,2010,7,7,130120.14285714286
18269,2010-07-08,2010,7,8,130123.19047619047
18270,2010-07-09,2010,7,9,130126.23809523809
18271,2010-07-12,2010,7,12,130129.28571428571
18272,2010-07-13,2010,7,13,130132.33333333333
18273,2010-07-14,2010,7,14,130135.38095238095
18274,2010-07-15,2010,7,15,130138.42857142857
18275,2010-07-16,2010,7,16,130141.47619047618
18276,2010-07-19,2010,7,19,130144.52380952382
18277,2010-07-20,2010,7,20,130147.57142857143
18278,2010-07-21,2010,7,21,130150.61904761905
18279,2010-07-22,2010,7,22,130153.66666666667
18280,2010-07-23,2010,7,23,130156.71428571429
18281,2010-07-26,2010,7,26,130159.76190476191
18282,2010-07-27,2010,7,27,130162.80952380953
18283,2010-07-28,2010,7,28,130165.85714285714
18284,2010-07-29,2010,7,29,130168.90476190476
18285,2010-07-30,2010,7,30,130171.95238095238
18286,2010-08-02,2010,8,2,130175.0
18287,2010-08-03,2010,8,3,130197.45454545454
18288,2010-08-04,2010,8,4,130219.90909090909
18289,2010-08-05,2010,8,5,130242.36363636363
18290,2010-08-06,2010,8,6,130264.81818181818
18291,2010-08-09,2010,8,9,130287.27272727272
18292,2010-08-10,2010,8,10,130309.72727272728
18293,2010-08-11,2010,8,11,130332.18181818182
18294,2010-08-12,2010,8,12,130354.63636363637
18295,2010-08-13,2010,8,13,130377.09090909091
18296,2010-08-16,2010,8,16,130399.54545454546
18297,2010-08-17,2010,8,17,130422.0
18298,2010-08-18,2010,8,18,130444.45454545454
18299,2010-08-19,2010,8,19,130466.90909090909
18300,2010-08-20,2010,8,20,130489.36363636363
18301,2010-08-23,2010,8,23,130511.81818181818
18302,2010-08-24,2010,8,24,130534.27272727272
18303,2010-08-25,2010,8,25,130556.72727272728
18304,2010-08-26,2010,8,26,130579.18181818182
18305,2010-08-27,2010,8,27,130601.63636363637
18306,2010-08-30,2010,8,30,130624.09090909091
18307,2010-08-31,2010,8,31,130646.54545454546
18308,2010-09-01,2010,9,1,130669.0
18309,2010-09-02,2010,9,2,130715.28571428571
18310,2010-09-03,2010,9,3,130761.57142857143
18311,2010-09-07,2010,9,7,130807.85714285714
18312,2010-09-08,2010,9,8,130854.14285714286
18313,2010-09-09,2010,9,9,130900.42857142857
18314,2010-09-10,2010,9,10,130946.71428571429
18315,2010-09-13,2010,9,13,130993.0
18316,2010-09-14,2010,9,14,131039.28571428571
18317,2010-09-15,2010,9,15,131085.57142857142
18318,2010-09-16,2010,9,16,131131.85714285713
18319,2010-09-17,2010,9,17,131178.14285714287
18320,2010-09-20,2010,9,20,131224.42857142858
18321,2010-09-21,2010,9,21,131270.7142857143
18322,2010-09-22,2010,9,22,131317.0
18323,2010-09-23,2010,9,23,131363.2857142857
18324,2010-09-24,2010,9,24,131409.57142857142
18325,2010-09-27,2010,9,27,131455.85714285713
18326,2010-09-28,2010,9,28,131502.14285714287
18327,2010-09-29,2010,9,29,131548.42857142858
18328,2010-09-30,2010,9,30,131594.7142857143
18329,2010-10-01,2010,10,1,131641.0
18330,2010-10-04,2010,10,4,131656.3
18331,2010-10-05,2010,10,5,131671.6
18332,2010-10-06,2010,10,6,131686.9
18333,2010-10-07,2010,10,7,131702.2
18334,2010-10-08,2010,10,8,131717.5
18335,2010-10-12,2010,10,12,131732.8
18336,2010-10-13,2010,10,13,131748.1
18337,2010-10-14,2010,10,14,131763.4
18338,2010-10-15,2010,10,15,131778.7
18339,2010-10-18,2010,10,18,131794.0
18340,2010-10-19,2010,10,19,131809.3
18341,2010-10-20,2010,10,20,131824.6
18342,2010-10-21,2010,10,21,131839.9
18343,2010-10-22,2010,10,22,131855.2
18344,2010-10-25,2010,10,25,131870.5
18345,2010-10-26,2010,10,26,131885.8
18346,2010-10-27,2010,10,27,131901.1
18347,2010-10-28,2010,10,28,131916.4
18348,2010-10-29,2010,10,29,131931.7
18349,2010-11-01,2010,11,1,131947.0
18350,2010-11-02,2010,11,2,131931.7
18351,2010-11-03,2010,11,3,131916.4
18352,2010-11-04,2010,11,4,131901.1
18353,2010-11-05,2010,11,5,131885.8
18354,2010-11-08,2010,11,8,131870.5
18355,2010-11-09,2010,11,9,131855.2
18356,2010-11-10,2010,11,10,131839.9
18357,2010-11-12,2010,11,12,131824.6
18358,2010-11-15,2010,11,15,131809.3
18359,2010-11-16,2010,11,16,131794.0
18360,2010-11-17,2010,11,17,131778.7
18361,2010-11-18,2010,11,18,131763.4
18362,2010-11-19,2010,11,19,131748.1
18363,2010-11-22,2010,11,22,131732.8
18364,2010-11-23,2010,11,23,131717.5
18365,2010-11-24,2010,11,24,131702.2
18366,2010-11-26,2010,11,26,131686.9
18367,2010-11-29,2010,11,29,131671.6
18368,2010-11-30,2010,11,30,131656.3
18369,2010-12-01,2010,12,1,131641.0
18370,2010-12-02,2010,12,2,131504.66666666666
18371,2010-12-03,2010,12,3,131368.33333333334
18372,2010-12-06,2010,12,6,131232.0
18373,2010-12-07,2010,12,7,131095.66666666666
18374,2010-12-08,2010,12,8,130959.33333333333
18375,2010-12-09,2010,12,9,130823.0
18376,2010-12-10,2010,12,10,130686.66666666667
18377,2010-12-13,2010,12,13,130550.33333333333
18378,2010-12-14,2010,12,14,130414.0
18379,2010-12-15,2010,12,15,130277.66666666667
18380,2010-12-16,2010,12,16,130141.33333333333
18381,2010-12-17,2010,12,17,130005.0
18382,2010-12-20,2010,12,20,129868.66666666667
18383,2010-12-21,2010,12,21,129732.33333333333
18384,2010-12-22,2010,12,22,129596.0
18385,2010-12-23,2010,12,23,129459.66666666667
18386,2010-12-27,2010,12,27,129323.33333333333
18387,2010-12-28,2010,12,28,129187.0
18388,2010-12-29,2010,12,29,129050.66666666667
18389,2010-12-30,2010,12,30,128914.33333333333
18390,2011-01-03,2011,1,3,128778.0
18391,2011-01-04,2011,1,4,128818.7
18392,2011-01-05,2011,1,5,128859.4
18393,2011-01-06,2011,1,6,128900.1
18394,2011-01-07,2011,1,7,128940.8
18395,2011-01-10,2011,1,10,128981.5
18396,2011-01-11,2011,1,11,129022.2
18397,2011-01-12,2011,1,12,129062.9
18398,2011-01-13,2011,1,13,129103.6
18399,2011-01-14,2011,1,14,129144.3
18400,2011-01-18,2011,1,18,129185.0
18401,2011-01-19,2011,1,19,129225.7
18402,2011-01-20,2011,1,20,129266.4
18403,2011-01-21,2011,1,21,129307.1
18404,2011-01-24,2011,1,24,129347.8
18405,2011-01-25,2011,1,25,129388.5
18406,2011-01-26,2011,1,26,129429.2
18407,2011-01-27,2011,1,27,129469.9
18408,2011-01-28,2011,1,28,129510.6
18409,2011-01-31,2011,1,31,129551.3
18410,2011-02-01,2011,2,1,129592.0
18411,2011-02-02,2011,2,2,129639.73684210527
18412,2011-02-03,2011,2,3,129687.47368421052
18413,2011-02-04,2011,2,4,129735.21052631579
18414,2011-02-07,2011,2,7,129782.94736842105
18415,2011-02-08,2011,2,8,129830.68421052632
18416,2011-02-09,2011,2,9,129878.42105263157
18417,2011-02-10,2011,2,10,129926.15789473684
18418,2011-02-11,2011,2,11,129973.8947368421
18419,2011-02-14,2011,2,14,130021.63157894737
18420,2011-02-15,2011,2,15,130069.36842105263
18421,2011-02-16,2011,2,16,130117.1052631579
18422,2011-02-17,2011,2,17,130164.84210526316
18423,2011-02-18,2011,2,18,130212.57894736843
18424,2011-02-22,2011,2,22,130260.31578947368
18425,2011-02-23,2011,2,23,130308.05263157895
18426,2011-02-24,2011,2,24,130355.78947368421
18427,2011-02-25,2011,2,25,130403.52631578948
18428,2011-02-28,2011,2,28,130451.26315789473
18429,2011-03-01,2011,3,1,130499.0
18430,2011-03-02,2011,3,2,130551.86956521739
18431,2011-03-03,2011,3,3,130604.73913043478
18432,2011-03-04,2011,3,4,130657.60869565218
18433,2011-03-07,2011,3,7,130710.47826086957
18434,2011-03-08,2011,3,8,130763.34782608696
18435,2011-03-09,2011,3,9,130816.21739130435
18436,2011-03-10,2011,3,10,130869.08695652174
18437,2011-03-11,2011,3,11,130921.95652173914
18438,2011-03-14,2011,3,14,130974.82608695653
18439,2011-03-15,2011,3,15,131027.69565217392
18440,2011-03-16,2011,3,16,131080.5652173913
18441,2011-03-17,2011,3,17,131133.4347826087
18442,2011-03-18,2011,3,18,131186.30434782608
18443,2011-03-21,2011,3,21,131239.1739130435
18444,2011-03-22,2011,3,22,131292.04347826086
18445,2011-03-23,2011,3,23,131344.91304347827
18446,2011-03-24,2011,3,24,131397.78260869565
18447,2011-03-25,2011,3,25,131450.65217391305
18448,2011-03-28,2011,3,28,131503.52173913043
18449,2011-03-29,2011,3,29,131556.39130434784
18450,2011-03-30,2011,3,30,131609.26086956522
18451,2011-03-31,2011,3,31,131662.13043478262
18452,2011-04-01,2011,4,1,131715.0
18453,2011-04-04,2011,4,4,131747.57142857142
18454,2011-04-05,2011,4,5,131780.14285714287
18455,2011-04-06,2011,4,6,131812.7142857143
18456,2011-04-07,2011,4,7,131845.2857142857
18457,2011-04-08,2011,4,8,131877.85714285713
18458,2011-04-11,2011,4,11,131910.42857142858
18459,2011-04-12,2011,4,12,131943.0
18460,2011-04-13,2011,4,13,131975.57142857142
18461,2011-04-14,2011,4,14,132008.14285714287
18462,2011-04-15,2011,4,15,132040.7142857143
18463,2011-04-18,2011,4,18,132073.2857142857
18464,2011-04-19,2011,4,19,132105.85714285713
18465,2011-04-20,2011,4,20,132138.42857142858
18466,2011-04-21,2011,4,21,132171.0
18467,2011-04-22,2011,4,22,132203.57142857142
18468,2011-04-25,2011,4,25,132236.14285714287
18469,2011-04-26,2011,4,26,132268.7142857143
18470,2011-04-27,2011,4,27,132301.2857142857
18471,2011-04-28,2011,4,28,132333.85714285713
18472,2011-04-29,2011,4,29,132366.42857142858
18473,2011-05-02,2011,5,2,132399.0
18474,2011-05-03,2011,5,3,132422.33333333334
18475,2011-05-04,2011,5,4,132445.66666666666
18476,2011-05-05,2011,5,5,132469.0
18477,2011-05-06,2011,5,6,132492.33333333334
18478,2011-05-09,2011,5,9,132515.66666666666
18479,2011-05-10,2011,5,10,132539.0
18480,2011-05-11,2011,5,11,132562.33333333334
18481,2011-05-12,2011,5,12,132585.66666666666
18482,2011-05-13,2011,5,13,132609.0
18483,2011-05-16,2011,5,16,132632.33333333334
18484,2011-05-17,2011,5,17,132655.66666666666
18485,2011-05-18,2011,5,18,132679.0
18486,2011-05-19,2011,5,19,132702.33333333334
18487,2011-05-20,2011,5,20,132725.66666666666
18488,2011-05-23,2011,5,23,132749.0
18489,2011-05-24,2011,5,24,132772.33333333334
18490,2011-05-25,2011,5,25,132795.66666666666
18491,2011-05-26,2011,5,26,132819.0
18492,2011-05-27,2011,5,27,132842.33333333334
18493,2011-05-31,2011,5,31,132865.66666666666
18494,2011-06-01,2011,6,1,132889.0
18495,2011-06-02,2011,6,2,132831.0909090909
18496,2011-06-03,2011,6,3,132773.18181818182
18497,2011-06-06,2011,6,6,132715.27272727274
18498,2011-06-07,2011,6,7,132657.36363636365
18499,2011-06-08,2011,6,8,132599.45454545456
18500,2011-06-09,2011,6,9,132541.54545454544
18501,2011-06-10,2011,6,10,132483.63636363635
18502,2011-06-13,2011,6,13,132425.72727272726
18503,2011-06-14,2011,6,14,132367.81818181818
18504,2011-06-15,2011,6,15,132309.9090909091
18505,2011-06-16,2011,6,16,132252.0
18506,2011-06-17,2011,6,17,132194.0909090909
18507,2011-06-20,2011,6,20,132136.18181818182
18508,2011-06-21,2011,6,21,132078.27272727274
18509,2011-06-22,2011,6,22,132020.36363636365
18510,2011-06-23,2011,6,23,131962.45454545456
18511,2011-06-24,2011,6,24,131904.54545454544
18512,2011-06-27,2011,6,27,131846.63636363635
18513,2011-06-28,2011,6,28,131788.72727272726
18514,2011-06-29,2011,6,29,131730.81818181818
18515,2011-06-30,2011,6,30,131672.9090909091
18516,2011-07-01,2011,7,1,131615.0
18517,2011-07-05,2011,7,5,131628.75
18518,2011-07-06,2011,7,6,131642.5
18519,2011-07-07,2011,7,7,131656.25
18520,2011-07-08,2011,7,8,131670.0
18521,2011-07-11,2011,7,11,131683.75
18522,2011-07-12,2011,7,12,131697.5
18523,2011-07-13,2011,7,13,131711.25
18524,2011-07-14,2011,7,14,131725.0
18525,2011-07-15,2011,7,15,131738.75
18526,2011-07-18,2011,7,18,131752.5
18527,2011-07-19,2011,7,19,131766.25
18528,2011-07-20,2011,7,20,131780.0
18529,2011-07-21,2011,7,21,131793.75
18530,2011-07-22,2011,7,22,131807.5
18531,2011-07-25,2011,7,25,131821.25
18532,2011-07-26,2011,7,26,131835.0
18533,2011-07-27,2011,7,27,131848.75
18534,2011-07-28,2011,7,28,131862.5
18535,2011-07-29,2011,7,29,131876.25
18536,2011-08-01,2011,8,1,131890.0
18537,2011-08-02,2011,8,2,131922.4347826087
18538,2011-08-03,2011,8,3,131954.86956521738
18539,2011-08-04,2011,8,4,131987.30434782608
18540,2011-08-05,2011,8,5,132019.73913043478
18541,2011-08-08,2011,8,8,132052.1739130435
18542,2011-08-09,2011,8,9,132084.60869565216
18543,2011-08-10,2011,8,10,132117.04347826086
18544,2011-08-11,2011,8,11,132149.47826086957
18545,2011-08-12,2011,8,12,132181.91304347827
18546,2011-08-15,2011,8,15,132214.34782608695
18547,2011-08-16,2011,8,16,132246.78260869565
18548,2011-08-17,2011,8,17,132279.21739130435
18549,2011-08-18,2011,8,18,132311.65217391305
18550,2011-08-19,2011,8,19,132344.08695652173
18551,2011-08-22,2011,8,22,132376.52173913043
18552,2011-08-23,2011,8,23,132408.95652173914
18553,2011-08-24,2011,8,24,132441.39130434784
18554,2011-08-25,2011,8,25,132473.8260869565
18555,2011-08-26,2011,8,26,132506.26086956522
18556,2011-08-29,2011,8,29,132538.69565217392
18557,2011-08-30,2011,8,30,132571.13043478262
18558,2011-08-31,2011,8,31,132603.5652173913
18559,2011-09-01,2011,9,1,132636.0
18560,2011-09-02,2011,9,2,132679.90476190476
18561,2011-09-06,2011,9,6,132723.80952380953
18562,2011-09-07,2011,9,7,132767.7142857143
18563,2011-09-08,2011,9,8,132811.61904761905
18564,2011-09-09,2011,9,9,132855.52380952382
18565,2011-09-12,2011,9,12,132899.42857142858
18566,2011-09-13,2011,9,13,132943.33333333334
18567,2011-09-14,2011,9,14,132987.2380952381
18568,2011-09-15,2011,9,15,133031.14285714287
18569,2011-09-16,2011,9,16,133075.04761904763
18570,2011-09-19,2011,9,19,133118.95238095237
18571,2011-09-20,2011,9,20,133162.85714285713
18572,2011-09-21,2011,9,21,133206.7619047619
18573,2011-09-22,2011,9,22,133250.66666666666
18574,2011-09-23,2011,9,23,133294.57142857142
18575,2011-09-26,2011,9,26,133338.47619047618
18576,2011-09-27,2011,9,27,133382.38095238095
18577,2011-09-28,2011,9,28,133426.2857142857
18578,2011-09-29,2011,9,29,133470.19047619047
18579,2011-09-30,2011,9,30,133514.09523809524
18580,2011-10-03,2011,10,3,133558.0
18581,2011-10-04,2011,10,4,133574.75
18582,2011-10-05,2011,10,5,133591.5
18583,2011-10-06,2011,10,6,133608.25
18584,2011-10-07,2011,10,7,133625.0
18585,2011-10-11,2011,10,11,133641.75
18586,2011-10-12,2011,10,12,133658.5
18587,2011-10-13,2011,10,13,133675.25
18588,2011-10-14,2011,10,14,133692.0
18589,2011-10-17,2011,10,17,133708.75
18590,2011-10-18,2011,10,18,133725.5
18591,2011-10-19,2011,10,19,133742.25
18592,2011-10-20,2011,10,20,133759.0
18593,2011-10-21,2011,10,21,133775.75
18594,2011-10-24,2011,10,24,133792.5
18595,2011-10-25,2011,10,25,133809.25
18596,2011-10-26,2011,10,26,133826.0
18597,2011-10-27,2011,10,27,133842.75
18598,2011-10-28,2011,10,28,133859.5
18599,2011-10-31,2011,10,31,133876.25
18600,2011-11-01,2011,11,1,133893.0
18601,2011-11-02,2011,11,2,133884.25
18602,2011-11-03,2011,11,3,133875.5
18603,2011-11-04,2011,11,4,133866.75
18604,2011-11-07,2011,11,7,133858.0
18605,2011-11-08,2011,11,8,133849.25
18606,2011-11-09,2011,11,9,133840.5
18607,2011-11-10,2011,11,10,133831.75
18608,2011-11-14,2011,11,14,133823.0
18609,2011-11-15,2011,11,15,133814.25
18610,2011-11-16,2011,11,16,133805.5
18611,2011-11-17,2011,11,17,133796.75
18612,2011-11-18,2011,11,18,133788.0
18613,2011-11-21,2011,11,21,133779.25
18614,2011-11-22,2011,11,22,133770.5
18615,2011-11-23,2011,11,23,133761.75
18616,2011-11-25,2011,11,25,133753.0
18617,2011-11-28,2011,11,28,133744.25
18618,2011-11-29,2011,11,29,133735.5
18619,2011-11-30,2011,11,30,133726.75
18620,2011-12-01,2011,12,1,133718.0
18621,2011-12-02,2011,12,2,133593.95238095237
18622,2011-12-05,2011,12,5,133469.90476190476
18623,2011-12-06,2011,12,6,133345.85714285713
18624,2011-12-07,2011,12,7,133221.80952380953
18625,2011-12-08,2011,12,8,133097.7619047619
18626,2011-12-09,2011,12,9,132973.7142857143
18627,2011-12-12,2011,12,12,132849.66666666666
18628,2011-12-13,2011,12,13,132725.61904761905
18629,2011-12-14,2011,12,14,132601.57142857142
18630,2011-12-15,2011,12,15,132477.52380952382
18631,2011-12-16,2011,12,16,132353.47619047618
18632,2011-12-19,2011,12,19,132229.42857142858
18633,2011-12-20,2011,12,20,132105.38095238095
18634,2011-12-21,2011,12,21,131981.33333333334
18635,2011-12-22,2011,12,22,131857.2857142857
